bangla_speech,combined,ipa_output
তুমি কারো জীবনে সুখ এনে দেবে এই ভেবে তোমার প্রেম করা উচিত,Barishal  তুমি কাউরো জীবনে সুখ আইননা দেবা হেইয়া ভাইব্বা তোমার প্রেম করা উচিত,bɐɾɔhɐl  t̪umɪ kɐ͡u̯ɾo ɟɪbone ʃukʰ ɐ͡ɪ̯nonɐ d̪ebɐ he͡ɪ̯ʲɐ bʱɐ͡ɪ̯bbɐ t̪omɐɾ pɾem kɔɾɐ uc
আপনার  মনের কথা গুলো আমাকে আজ খুলে বলুন,Barishal  আমনের মনের কথা গুলান মোরে আইজ খুইল্লা কন,bɐɪʃɐl  ɐmoneɾ moneɾ kɔt̪ʰɐ gulɐn moɾe ɐ͡ɪ̯ɟ kʰu͡ɪ̯llɐ kon
তুমি  কখনই পারবে না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে,Barishal  তুমি কহনই পারবা না অন্য কাউরো ভালোবাসা ছিনাইয়া নেতে,bɐɾɔhɐl  t̪umɪ kɔhonɪ pɐɾbɐ nɐ ɔnno kɐ͡u̯ɾo bʱɐlobɐʃɐ cʰɪnɐ͡ɪ̯ʲɐ net̪e
তুমি  জোর করে অন্যের ভালো লাগার মানুষ হতে পারবে না,Barishal  তুমি জোর কইররা অন্যের ভালো লাগার মানু হইতে পারবা না,bɐɾɔhɐl  t̪umɪ ɟoɾ ko͡ɪ̯ɾɾɐ ɔnneɾ bʱɐlo lɐgɐɾ mɐnu ho͡ɪ̯t̪e pɐɾbɐ nɐ
আগামিকাল সকালবেলা  তাদেরকে দেখতে পাবেন,Barishal  কাইলগো বেইন্নাহালে হ্যাগোরে দ্যাখতে পাইবেন,bɐɾɔhɐl  kɐ͡ɪ̯lgo be͡ɪ̯nnɐhɐle hɛgoɾe d̪ɛkʰt̪e pɐ͡ɪ̯ben
তোমার কোন কথাতেই কোনও নিশ্চয়তা নেই,Barishal  তোমার কোন কথাতেই কোন নিশ্চয়তা নাই,bɐɾɔhɐl  t̪omɐɾ kon kɔt̪ʰɐt̪e͡ɪ̯ kon nɪʃcoʲt̪ɐ nɐ͡ɪ̯
আমার অনেক ভালো লাগে কালো  ওই চোখ দুটো তোমার,Barishal  মোর বেমালা ভালো লাগে কালা ওই চক্ষু দুইডা তোমার,bɐɾɔhɐl  moɾ bemɐlɐ bʱɐlo lɐge kɐlɐ o͡ɪ̯ cokkʰu d̪u͡ɪ̯dɐ t̪omɐɾ
তোমাকে একটি গোলাপ ফুল কিনে দিবো,Barishal  তোমারে এউক্কা গোলাপ ফুল কিন্না দিমু, bɐɾɔhɐl  t̪omɐɾe ɛ͡u̯kkɐ golɐp pʰul kɪnnɐ d̪ɪmu
আমার এই মন তোমাকে দিলাম,Barishal  মোর এই মন তোমারে দেলাম,bɐɪʃɐl  moɾ e͡ɪ̯ mon t̪omɐɾe d̪elɐm
তোমার হাজার কথার মাঝে তোমার  মনের কথা লুকিয়ে ছিল,Barishal  তোমার হাাজার কথার মইধ্যে তোমার মনের কথা পলাইয়া আল্লেহ,bɐɾɔhɐl  t̪omɐɾ hɐɐɟɐɾ kɔt̪ʰɐɾ mo͡ɪ̯d̪d̪ʱe t̪omɐɾ moneɾ kɔt̪ʰɐ pɔlɐ͡ɪ̯ʲɐ ɐlleh
একটা মানুষের সব কথা একদিনে মুখে বলে দেওয়া যায়না,Barishal  এউক্কা মানুর হগল কথা একদিনে মুখে কইয়া দেওয়া যায়না,bɐɾɔhɐl  e͡u̯kkɐ mɐnuɾ hɔgol kɔt̪ʰɐ ɛkd̪ɪne mukʰe ko͡ɪ̯ʲɐ d̪e͡o̯ʷɐ ɟɐʲnɐ
আমার হাজার কথার মাঝে ওই একটা কথা তোমাকে বুঝে নিতে হবে,Barishal  মোর হাজার কথার মইধ্যে ওই এউক্কা কথা তোমারে বুইজঝা নেতে হইবে,bɐɾɪʃɐl  moɾ hɐɟɐɾ kɔt̪ʰɐɾ mo͡ɪ̯d̪d̪ʱe o͡ɪ̯ e͡u̯kkɐ kɔt̪ʰɐ t̪omɐɾe bu͡ɪ̯ɟɟʱɐ net̪e ho
আমি যতদিন বেঁছে থাকি আপনাকে মনে রাখবো,Barishal  মুই যতদিন বাইচচা থাহি আমনেরে মনে রাখমু,bɐɾɔhɐl  mu͡ɪ̯ ɟɔt̪od̪ɪn bɐ͡ɪ̯ccɐ t̪ʰɐhɪ ɐmoneɾe mone ɾɐkʰmu
আমার যত কষ্ট হোক তোমাকে নিয়ে আমি জীবন সাজাবোই,Barishal  মোর যত কষ্ট হোক তোমারে লইয়া মুই জীবন সাজামুই,bɐɾɔhɐl  moɾ ɟɔt̪o koʃto hok t̪omɐɾe lɔ͡ɪ̯ʲɐ mu͡ɪ̯ ɟɪbɔn ʃɐɟɐmu͡ɪ̯
তোমার পড়াশোনা করে  কি হবে যদি তুমি যাকে ভালোবাসো তাকেই  না পাও,Barishal  তোমারে পড়াল্যাহা কইররা কি হইবে যদি তুমি যারে ভালবাসো হ্যারেই না পাও,bɐɾɔhɐl  t̪omɐɾe pɔɽɐlɛhɐ ko͡ɪ̯ɾɾɐ kɪ ho͡ɪ̯be ɟod̪ɪ t̪umɪ ɟɐɾe bʱɐlbɐʃo hɛɾe͡ɪ̯ nɐ pɐ
চাঁদের মিষ্টি আলো দেখতে আমার খুব ভালো লাগে,Barishal  চান্দের মিষ্টি আলো দ্যাখতে মোর বেমালা ভালো লাগে,bɐɾɔhɐl  cɐnd̪eɾ mɪʃtɪ ɐlo d̪ɛkʰt̪e moɾ bemɐlɐ bʱɐlo lɐge
আমাদের ঘরের প্রতিটি রুম ফুল দিয়ে সাজিয়ে রেখেছি,Barishal  মোগো বাড়ির পেরতেক ঘর ফুল দিয়া সাজাইয়া থুইছি,bɐɾɔhɐl  mogo bɐɽɪɾ peɾt̪ek gʱɔɾ pʰul d̪ɪʲɐ ʃɐɟɐ͡ɪ̯ʲɐ t̪ʰu͡ɪ̯cʰɪ
মাছের বাজারে  সবাই এসে বড় মাছটি দেখার জন্য ভিড় জমালো,Barishal  মাছের বাজারে হগলডি আইয়া বড় মাছটা দেহার লইজ্ঞা ভিড় করছে,bɐɾɔʃɐl  mɐcʰeɾ bɐɟɐɾe hɔgoldɪ ɐ͡ɪ̯ʲɐ bɔɽo mɐcʰtɐ d̪ehɐɾ lo͡ɪ̯ggɐ bʱɪɽ koɾcʰe
আমার বিয়ে করার জন্য আরেকটা দিন এগিয়েছে,Barishal  মোর বিয়া করার লইজ্ঞা আরেকটা দিন আগাইছে,bɐɾɔhɐl  moɾ bɪʲɐ kɔɾɐɾ lo͡ɪ̯ggɐ ɐɾektɐ d̪ɪn ɐgɐ͡ɪ̯cʰe
দুজনে মিলে দুরে কোথাও ঘুরে আসতে পারি,Barishal  দুইজনে মিললা দূরে কোনহানে ঘুইররা আইতে পারি,bɐɾɪhɐl  d̪u͡ɪ̯ɟɔne mɪllɐ d̪uɾe konhɐne gʱu͡ɪ̯ɾɔɾɐ ɐ͡ɪ̯t̪e pɐɾɪ
আকাশের নীলে হারিয়ে যেতে  চাই তোমায় নিয়ে,Barishal  আকাশের নীলে হারাইয়া যাইতে চাই তোমারে লইয়া,bɐɪʃɐl  ɐkɐʃeɾ nɪle hɐɾɐ͡ɪ̯ʲɐ ɟɐ͡ɪ̯t̪e cɐ͡ɪ̯ t̪omɐɾe lɔ͡ɪ̯ʲɐ
আপনার জন্য মনে আমার অফুরন্ত ভালবাসা,Barishal  আমনের লইজ্ঞা মনে মোর একছের ভালোবাসা,bɐʃɐl  ɐmoneɾ lo͡ɪ̯ggɐ mone moɾ ɛkcʰeɾ bʱɐlobɐʃɐ
আমি সারা জীবন আপনার ভালবাসা পেতে চাই,Barishal  মুই হারাজীবন আমনের ভালবাসা পাইতে চাই,bɐɾɔhɐl  mu͡ɪ̯ hɐɾɐɟɪbɔn ɐmoneɾ bʱɐlbɐʃɐ pɐ͡ɪ̯t̪e cɐ͡ɪ̯
আমি এবং আমার ছোট বোন একসাথে সাঁতার কাটি,Barishal  মুই আর মোর ছোডো বুইন একলগে হাতোর কাডি,bɐɾɔhɐl  mu͡ɪ̯ ɐɾ moɾ cʰodo bu͡ɪ̯n ɛklgk hɐt̪oɾ kɐdɪ
তোমাকে নিয়ে সুখের পৃথিবী সাজাতে চাই,Barishal  তোমারে লইয়া সুখের পিরথিবি সাজাইতে চাই,bɐɾɔhɐl  t̪omɐɾe lɔ͡ɪ̯ʲɐ ʃukʰeɾ pɪɾt̪ʰɪbɪ ʃɐɟɐ͡ɪ̯t̪e cɐ͡ɪ̯
আজ সিলেটে বৃষ্টি হবে,Barishal  আইজগো সিলেটে বইশ্যা হইবে,bɐɾɔhɐl  ɐ͡ɪ̯ɟgo sɪlete bo͡ɪ̯ʃʃɐ ho͡ɪ̯be
তোমার মিথ্যা ভালবাসা একদিন হেরে যাবে,Barishal  তোমার মিছা ভালোবাসা একদিন ঠইজ্ঞা যাইবে,bɐɾɔʃɐl  t̪omɐɾ mɪcʰɐ bʱɐlobɐʃɐ ɛkd̪ɪn tʰɔ͡ɪ̯ggɐ ɟɐ͡ɪ̯be
আমার সত্যের ভালবাসা কোনদিনও হারবে না,Barishal  মোর সত্যর ভালবাসা কোন্দিনো ঠকবে না,bɐɾɔhɐl  moɾ ʃot̪t̪oɾ bʱɐlbɐʃɐ kond̪ɪno tʰokbe nɐ
এই গানটি আমার খুব ভালো লাগে,Barishal  এই গানডা মোর বেমালা ভালো লাগে,bɐɾɔhɐl  e͡ɪ̯ gɐndɐ moɾ bemɐlɐ bʱɐlo lɐge
তোমাকে অসম্ভব সুন্দরী লাগে,Barishal  তোমারে একছের সুন্দর লাগে, bɐɪʃɐl  t̪omɐɾe ɛkcʰeɾ ʃund̪ɔɾ lɐge
আপনার কি এখনও আপনার  ভালোবাসার মানুষটার কথা মনে পড়ে,Barishal  আমনের কি এহনো আমনের ভালবাসার মানের কথা মনে পরে,bɐɾɔhɐl  ɐmoneɾ kɪ ehono ɐmoneɾ bʱɐlbɐʃɐɾ mɐneɾ kɔt̪ʰɐ mone pɔɾe
তোমার সাথে দেখা হলেই পুরাতন ইতিহাস মনে পড়ে যায়,Barishal  তোমার লগে দ্যাহা হইলেই পুরান ইতিহাস মনে পইররা যায়,bɐɾɔhɐl  t̪omɐɾ lɔge d̪ɛhɐ ho͡ɪ̯le͡ɪ̯ puɾɐn ɪt̪ɪhɐʃ mone po͡ɪ̯ɾɾɐ ɟɐe̯
এই ছবির নীল আকাশ অনেক সুন্দর,Barishal  এই ছবির নীল আকাশ বেমালা সুন্দর,bɐɾɔhɐl  e͡ɪ̯ cʰobɪɾ nɪl ɐkɐʃ bemɐlɐ ʃund̪ɔɾ
তুমি  এক সন্ধ্যায় অফিস থেকে বাসায় ফিরে দেখবে আমি আর নেই,Barishal  তুমি এক সন্ধ্যায় অফিসে গোনে বাড়ি ফিররা দ্যাখবা মুই আর নাই,bɐɾɪhɐl  t̪umɪ ɛk ʃond̪ʱɐe̯ ɔpʰɪse gone bɐɽɪ pʰɪɾɾɐ d̪ɛkʰbɐ mu͡ɪ̯ ɐɾ nɐ͡ɪ̯
তোমার কন্যা তোমাকে অনেক ভালবাসে,Barishal  তোমার মাইয়া তোমারে বেমালা ভালবাসে,bɐɾɔhɐl  t̪omɐɾ mɐ͡ɪ̯ʲɐ t̪omɐɾe bemɐlɐ bʱɐlbɐʃe
আমার মাঝে মাঝে চিৎকার করে কাঁদতে ইচ্ছে করে,Barishal  মোর মাঝে মাঝে চিল্লাইয়া কানতে ইচ্ছা করে,bɐɾɔhɐl  moɾ mɐɟʱe mɐɟʱe cɪllɐ͡ɪ̯ʲɐ kɐnt̪e ɪccʰɐ koɾe
তুমি চলে যাওয়ার পর আমার জীবন থেমে গেছে,Barishal  তুমি চইল্লা যাওয়ার পর মোর জীবন থাইম্মা গ্যাছে,bɐɾɔhɐl  t̪umɪ co͡ɪ̯llɐ ɟɐ͡o̯ʷɐɾ pɔɾ moɾ ɟɪbɔn t̪ʰɐ͡ɪ̯mmɐ gɛcʰe
আমার ছোট বোন কেমন যেন শান্ত হয়ে গেছে,Barishal  মোর ছোডো বুইন কেমন যানি শান্ত হইয়া গ্যাছে,bɐɾɪʃɐl  moɾ cʰodo bu͡ɪ̯n kɛmon ɟɐnɪ ʃɐnt̪o ho͡ɪ̯ʲɐ gɛcʰe
বাবা মার আদর ভালোবাসা ছাড়া আমি বড় হয়েছি,Barishal  বাপ মায়ের আদর ভালবাসা ছাড়া মুই বড় হইছি,bɐɪʃɐl  bɐp mɐʲeɾ ɐd̪oɾ bʱɐlbɐʃɐ cʰɐɽɐ mu͡ɪ̯ bɔɽo ho͡ɪ̯cʰɪ
তুমি সত্যিই খুব কঠিন সময় পার করছ,Barishal  তুমি সত্যই বেমালা কঠিন সময় পার করছ,bɐɾɔhɐl  t̪umɪ ʃot̪t̪o͡ɪ̯ bemɐlɐ kotʰɪn ʃɔmɔe̯ pɐɾ koɾcʰo
বাবা হয়ে মায়ের দায়িত্ব পালন করা করা খুব কঠিন,Barishal  বাপ হইয়া মায়ের দায়িত্ব পালন করা ম্যালা কঠিন,bɐɾɔʃɐl  bɐp ho͡ɪ̯ʲɐ mɐʲeɾ d̪ɐʲɪt̪t̪o pɐlon kɔɾɐ mɛlɐ kotʰɪn
একটি শিশুকে একমাত্র তার মায়ের কোলেই মানায়,Barishal  এউক্কা গেদুরে খালি হ্যার মায়ের কোলেই মানায়,bɐɾɔhɐl  ɛ͡u̯kkɐ ged̪uɾe kʰɐlɪ hɛɾ mɐʲeɾ kole͡ɪ̯ mɐnɐe̯
আমার কোলে এসে শিশুটি তার মাকে খোঁজে মনে হয়,Barishal  মোর কোলে আইয়া গেদুডা হ্যার মায়রে খোজে মনে হয়,bɐɾɔhɐl  moɾ kole ɐ͡ɪ̯ʲɐ ged̪udɐ hɛɾ mɐʲɾe kʰoɟe mone hɔe̯
আমি যে মা তাই আমি আমার বাচ্চার  মুখের দিকে তাকিয়ে অনেক কিছু বুঝতে পারি,Barishal  মুই যে মা হেইতে মুই মোর গেদুর মুখের দিক চাইয়া ম্যালা কিছু বোঝতে পারি,bɐɾɪhɐl  mu͡ɪ̯ ɟe mɐ he͡ɪ̯t̪e mu͡ɪ̯ moɾ ged̪uɾ mukʰeɾ d̪ɪk cɐ͡ɪ̯ʲɐ mɛlɐ kɪcʰu boɟʱot̪e pɐ
এই কঠিন বাস্তবের সাথে তোমাকে মানিয়ে নিয়ে চলতে হবে,Barishal  এই কঠিন বাস্তবের লগে তোমারে মানাইয়া লইয়া চলতে হইবে,bɐɾɔhɐl  e͡ɪ̯ kotʰɪn bɐst̪obeɾ lɔge t̪omɐɾe mɐnɐ͡ɪ̯ʲɐ lɔ͡ɪ̯ʲɐ cɔlt̪e ho͡ɪ̯be
মেয়েটি একটি  ভালো চাকরি করে,Barishal  মাইয়াডা এউক্কা ভালো চাকরি করে,bɐɾɔʃɐl  mɐ͡ɪ̯ʲɐdɐ e͡u̯kkɐ bʱɐlo cɐkɾɪ koɾe
এই  মাসে ছেলে তার পরিবার  নিয়ে ঘুরতে যাওয়ার কথা,Barishal  এই মাসে পোলায় হ্যার পরিবার লইয়া ঘোরতে যাওয়ার কথা,bɐɾɔhɐl  e͡ɪ̯ mɐʃe polɐe̯ hɛɾ poɾɪbɐɾ lɔ͡ɪ̯ʲɐ gʱoɾt̪e ɟɐ͡o̯ʷɐɾ kɔt̪ʰɐ
আমার পরিবার আজকে বিকালে তোমার পরিবারের সাথে কথা বলবে,Barishal  মোর পরিবার আইজ বিয়ালে তোমার পরিবারের লগে কথা কইবে,bɐɾɔhɐl  moɾ poɾɪbɐɾ ɐ͡ɪ̯ɟ bɪʲɐle t̪omɐɾ poɾɪbɐɾeɾ lɔge kɔt̪ʰɐ ko͡ɪ̯be
আমাদের দুজনের বিয়ে হওয়ার কথা চলছে,Barishal  মোগো দুইজনের বিয়া হওয়ার কথা চলতেয়াছে,bɐɾohɐl  mogo d̪u͡ɪ̯ɟɔneɾ bɪʲɐ hoʷɐɾ kɔt̪ʰɐ cɔlt̪eʲɐcʰe
মেয়েটি  এই ছেলেকে  বিয়ে করতে রাজি হচ্ছে না,Barishal  মাইয়াডা এই পোলাডারে বিয়া করতে রাজি হইতেয়াছেনা,bɐɾɔhɐl  mɐ͡ɪ̯ʲɐdɐ e͡ɪ̯ polɐdɐɾe bɪʲɐ koɾt̪e ɾɐɟɪ ho͡ɪ̯t̪eʲɐcʰenɐ
আমার স্বামী  আমাদেরকে নিয়ে রাতের বেলা ঘুরতে বের হবে,Barishal  মোর জামাই মোগো লইয়া রাইতের বেলা ঘোরতে বাইর হইবে,bɐɾɔhɐl  moɾ ɟɐmɐ͡ɪ̯ mogo lɔ͡ɪ̯ʲɐ ɾɐ͡ɪ̯t̪eɾ belɐ gʱoɾt̪e bɐ͡ɪ̯ɾ ho͡ɪ̯be
আমার পছন্দ হয় এমন ছেলে  আমার বাবা মায়ের পছন্দ হয় না,Barishal  মোর পছন্দ হয় হেরহম পোলা মোর বাপ মায়ের পছন্দ হয় না,bɐɾɔhɐl  moɾ pɔcʰond̪o hɔe̯ heɾɔhɔm polɐ moɾ bɐp mɐʲeɾ pɔcʰond̪o hɔe̯ nɐ
তোমার মত মানুষেরা কখনো ঠিক হবে না,Barishal  তোমার নাহান মানুরা কহনো ঠিক হইবে না,bɐɾɔhɐl  t̪omɐɾ nɐhɐn mɐnuɾɐ kɔhono tʰɪk ho͡ɪ̯be nɐ
ছেলেটি তার পরিবারের পছন্দে বিয়ে করে ফেলে,Barishal  পোলাডা হ্যার পরিবারের পছন্দে বিয়া কইররা হালায়,bɐɾɔhɐ  polɐdɐ hɛɾ poɾɪbɐɾeɾ pɔcʰond̪e bɪʲɐ ko͡ɪ̯ɾɾɐ hɐlɐe̯
আমার ভাই  মেয়েটির সাথে গতকাল যোগাযোগ করে,Barishal  মোর ভাই মাইয়াডার লগে গ্যাছেকাইল যোগাযোগ করে,bɐɾɔhɐl  moɾ bʱɐ͡ɪ̯ mɐ͡ɪ̯ʲɐdɐɾ lɔge gɛcʰekɐ͡ɪ̯l ɟogɐɟog koɾe
