bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
লাগে?,l̪aɡe?,লাগে?,lɐge?,লাগে?,lɐge?,লাগে?,lɐge?,লাগে,lɐge,লাগে,lɐge,Does it?,,
লাফ,l̪aɸɔ,বিছানায়,bɪcʰɐnɐe̯,ফাল,pʰɐl,দিতাসে,d̪ɪt̪ɐʃe,লাফ,lɐf,মারে,mɐɾe,Jump,,
লাফাচ্ছে,l̪aɸat͡ɕt͡ɕʰe,লাফাইতেয়াছে,lɐpʰɐ͡ɪ̯t̪eʲɐcʰe,লাফাইরা,lɐpʰɐ͡ɪ̯ɾɐ,লাফাইতাসে,lɐpʰɐ͡ɪ̯t̪ɐʃe,লাফার,lɐpʰɐɾ,ফালার,fɐlɐɾ,Jump,,
লাফিয়ে,l̪aɸie̯e,লাফাইয়া,lɐpʰɐ͡ɪ̯ʲɐ,লাফাইয়া,lɐpʰɐ͡ɪ̯ʲɐ,লাফাইয়া,lɐpʰɐ͡ɪ̯ʲɐ,উডের,udeɾ,ফালমারি,fɐlmɐɾɪ,Jump,,
লালবাগ,l̪al̪baɡɔ,লালবাগ,lɐlbɐg,লালবাগ,kellɐɾ,লালবাগ,lɐlbɐg,লালবাগ,lɐlbɐg,লালবাগ,lɐlbɐg,Redbag,,
লিখতে,l̪ikʰt̪e,ল্যাখতে,lɛkʰt̪e,লিখতে,lɪkʰt̪e,লিখতে,lɪkʰt̪e,লিকতো,lɪkt̪o,লেকিত,lekɪt̪o,In writing,,
লিখে,l̪ikʰe,লেইক্ষা,le͡ɪ̯kkʰɐ,লিখিয়া,lɪkʰɪʲɐ,দিয়া,d̪ɪʲɐ,লিখতে,lɪxt̪e,লিখিত্তারিবানা?,lɪxɪt̪t̪ɐɾɪbɐnɐ?,In writing,,
শক্তিশালী,ɕɔkt̪iɕal̪i,শক্তিশালী,ʃɔkt̪ɪʃɐlɪ,একটা,ɛktɐ,শক্তিশালী,ʃɔkt̪ɪʃɐlɪ,শক্তিশালী,ʃɔkt̪ɪʃɐlɪ,দল,d̪ɔl,Powerful,,
শশুরবাড়ি,ɕɔɕurbaɽi,হউরবাড়ি,moɾ,হৌরবাড়ি,ho͡u̯ɾbɐɽɪ,শশুরবাড়ি,ʃoʃuɾbɐɽɪ,শশুরবাড়ি,ʃoʃuɾbɐɽɪ,ওরবাড়িত,oɾbɐɽɪt̪o,Father -in -law,,
শসার,ɕɔs̪arɔ,হোয়ার,hoʷɐɾ,কিরার,kɪɾɐɾ,শসার,ʃɔʃɐɾ,শষার,sup,শসার,ʃɔʃɐɾ,Cucumber,,
শহরে,ɕɔhɔre,শহরে,ʃɔhoɾe,শহরো,ʃɔhoɾo,শহরে,ʃɔhoɾe,শহরে,ʃɔhoɾe,শঅর,ʃɔ͡o̯ɾ,In the city,,
শাশুড়িও,ɕaɕuɽio,হাউরি,hɐ͡u̯ɾɪ,হড়িও,hoɽɪ͡o̯,শাশুড়িও,ʃɐʃuɽɪ͡o̯,শাশুড়িও,ʃɐʃuɽɪ͡o̯,ওরিও,oɾɪ͡o̯,Mother -in -law,,
শাশুড়ি,ɕaɕuɽi,হাউরি,hɐ͡u̯ɾɪ,শাশুড়ী,ʃɐʃuɽɪ,শাশুড়ি,ʃɐʃuɽɪ,শাশুড়ি,ʃɐʃuɽɪ,শাশুড়ি,ʃɐʃuɽɪ,Mother -in -law,,
শিক্ষকরাও,ɕikʂɔkɔrao,শিক্ষকরাও,ʃɪkkʰokɾɐ͡o̯,শিক্ষকরাও,ʃɪkkʰokɾɐ͡o̯,শিক্ষকরাও,ʃɪkkʰokɾɐ͡o̯,শিক্ষকরাও,ʃɪkkʰokɾɐ͡o̯,শিক্ষক,ʃɪkxɔk,Teachers,,
শিশুপার্ক,ɕiɕuparkɔ,শিশুপার্ক,ʃɪʃupɐɾko,শিশুপার্ক,ʃɪʃupɐɾko,শিশুপার্ক,ʃɪʃupɐɾko,শিশুপার্ক,ʃɪʃupɐɾko,শিশু,ʃɪʃu,Child -park,,
শুক্রবারে,ɕukrɔbare,শুক্কুরবার,ʃukkuɾbɐɾ,শুক্রবার,ʃukɾobɐɾ,শুক্রবারে,ʃukɾobɐɾe,শুক্কুরবারে,ʃukkuɾbɐɾe,শুক্রবার,ʃukɾobɐɾ,On Friday,,
শুভ,ɕub̤ɔ,শুভ,ʃubʱ,জন্মদিন,ɟɔnmod̪ɪn,শুভ,ʃubʱ,শুভ,ʃubʱ,শুভ,ʃuv,Auspicious,,
শুভকামনা,ɕub̤kamɔn̪a,শুভকামনা,ʃuvkɐmonɐ,শুভ,ʃubʱ,শুভকামনা,ʃuvkɐmonɐ,শুভকামনা,ʃuvkɐmonɐ,শুভকামনা,ʃuvkɐmonɐ,Good luck,,
শুরুতেই,ɕurut̪ei,কাল,kɐl,শুরু,ʃuɾu,শুরুতেই,ʃuɾut̪e͡ɪ̯,শুরুতেই,ʃuɾut̪e͡ɪ̯,ফযরত,fɔzoɾɔt̪o,In the beginning,,
শূন্যতা,ɕun̪d͡zɔt̪a,ফাঁকা,pʰɐ̃kɐ,অনুভব,onuvɔb,শূন্যতা,ʃunnot̪ɐ,কইরলাম,ko͡ɪ̯ɾlɐm,হালি,hɐlɪ,Emptiness,,
শেখঘাট,ɕekʰɔ̤ɡ̤atɔ,শেখঘাট,ʃekʰgʱɐt,শেখঘাট,ʃekʰgʱɐt,শেখঘাট,ʃekʰgʱɐt,শেখঘাট,ʃekʰgʱɐt,শেখঘাট,ʃekʰgʱɐt,Shekhaghat,,
শেষে,ɕeʂe,দিন,d̪ɪn,শেষে,ʃeʃe,তুমি,t̪umɪ,শেষ,ʃeʃ,শেষে,ʃeʃe,At the end,,
শ্বশুর,ɕbɔɕurɔ,হউর,hɔ͡u̯ɾ,হউর,hɔ͡u̯ɾ,শ্বশুর,ʃoʃuɾ,হোড়,hoɽ,ওওর,o͡o̯ɾ,Father -in -law,,
শ্বশুরবাড়ির,ɕbɔɕurbaɽirɔ,হউরবাড়ির,hɔ͡u̯ɾbɐɽɪɾ,হউরবাড়ির,hɔ͡u̯ɾbɐɽɪɾ,শ্বশুরবাড়ির,ʃoʃuɾbɐɽɪɾ,হোড়বাড়ির,hoɽbɐɽɪɾ,অররবাডির,ɔɾoɾbɐdɪɾ,Father -in -law,,
সংসারে,s̪ɔŋs̪are,সংসারে,ʃɔŋʃɐɾe,সংসারো,ʃɔŋʃɐɾo,সংসারে,ʃɔŋʃɐɾe,সংসারে,ʃɔŋʃɐɾe,সংসার,ʃɔŋʃɐɾ,In the world,,
সকলের,s̪ɔkɔl̪erɔ,হগলডির,hɔgoldɪɾ,হক্কল,hokkol,বেজ্ঞের,beggeɾ,বেকের,bekeɾ,বেজ্ঞুনর,beggunɔɾ,Everyone,,
সকাল,s̪ɔkal̪ɔ,বেইন্নাহালে,be͡ɪ̯nnɐhɐle,সকালে,ʃɔkɐle,সহাল,ʃɔhɐl,বেয়ানে,beʲɐne,তারা,t̪ɐɾɐ,In the morning,,
সকালবেলা,s̪ɔkal̪bel̪a,বেইন্নাহালে,be͡ɪ̯nnɐhɐle,সকালবেলা,ʃɔkɐlbelɐ,সকালে,ʃɔkɐle,কাইল্লা,kɐ͡ɪ̯llɐ,হালিয়া,hɐlɪʲɐ,In the morning,,
সকালে,s̪ɔkal̪e,বেইন্নাহালে,be͡ɪ̯nnɐhɐle,সকালে,ʃɔkɐle,সকালে,ʃɔkɐle,গা,gɐ,বেইন্না,be͡ɪ̯nnɐ,In the morning,,
সকালের,s̪ɔkal̪erɔ,বেইন্না,be͡ɪ̯nnɐ,সকাইলকুর,ʃɔkɐ͡ɪ̯lkuɾ,সকালের,ʃɔkɐleɾ,বেয়ানের,beʲɐneɾ,বেইন্না,be͡ɪ̯nnɐ,In the morning,,
সকাালে,s̪ɔkaal̪e,বেইন্নাহালে,be͡ɪ̯nnɐhɐle,সকাইলকু,ʃɔkɐ͡ɪ̯lku,সহালে,ʃɔhɐle,সকালে,ʃɔkɐle,সকালত,ʃɔkɐlɔt̪o,In the meantime,,
সতর্ক,s̪ɔt̪ɔrkɔ,দুইজনি,ʃɔt̪ɔɾko,সতর্ক,ʃɔt̪ɔɾko,সতর্ক,ʃɔt̪ɔɾko,সতর্ক,ʃɔt̪ɔɾko,অইবো,ɔ͡ɪ̯bo,Careful,,
সত্যিই,s̪ɔt̪d͡zii,সত্যই,ʃot̪t̪o͡ɪ̯,হাচাও,hɐcɐ͡o̯,সত্যিই,ʃot̪t̪ɪ͡ɪ̯,সত্যিই,ʃot̪t̪ɪ͡ɪ̯,হাসা,hɐʃɐ,Truly,,
সন্দেহজনক,s̪ɔn̪d̪ehɔd͡ʑɔn̪ɔkɔ,সন্দেহজনক,ʃɔnd̪ehɟɔnok,মনে,mone,সন্দেহজনক,ʃɔnd̪ehoɟɔnok,সন্দেহজনক,ʃɔnd̪ehɟɔnok,মনে,mone,Suspicious,,
সন্ধায়,s̪ɔn̪d̪̤ae̯ɔ,সন্ধায়,ʃond̪ʱɐe̯,হাঞ্জাবেলাত,hɐnɟɐbelɐt̪,সন্ধায়,ʃond̪ʱɐe̯,সন্ধায়,ʃond̪ʱɐe̯,সন্ধায়,ʃond̪ʱɐe̯,In the evening,,
সন্ধ্যায়,s̪ɔn̪d̪̤d͡zae̯ɔ,সন্ধ্যায়,ʃond̪ʱɐe̯,হাইনজা,hɐ͡ɪ̯nɟɐ,সন্ধ্যায়,ʃond̪ʱɐe̯,সন্ধ্যায়,ʃond̪ʱɐe̯,সন্ধাত,ʃond̪ʱɐt̪o,In the evening,,
সন্ধ্যায়,s̪ɔn̪d̪̤d͡zae̯ɔ,সন্ধ্যাইয়,ʃond̪ʱɐ͡ɪ̯ʲo,হাইঞ্জার,hɐ͡ɪ̯nɟɐɾ,সন্ধ্যায়,ʃond̪ʱɐe̯,সন্ধ্যায়,mɐ,সন্ধ্যায়,ʃond̪ʱɐe̯,In the evening,,
সফল,s̪ɔɸɔl̪ɔ,জীবনে,ɟɪbone,সফল,ʃɔpʰɔl,জীবনে,ɟɪbone,জিবনে,ɟɪbone,সফল,ʃɔfɔl,Successful,,
সবকিছু,s̪ɔbɔkit͡ɕʰu,হক্কলডি,hokkoldɪ,ওইলেউ,o͡ɪ̯le͡u̯,বেগকিনু,begokɪnu,বেককিছু,bekkɪcʰu,বেজ্ঞিন,beggɪn,Everything,,
সবকিছুই,s̪ɔbɔkit͡ɕʰui,হগলডি,hɔgoldɪ,সবতাউ,ʃɔbt̪ɐ͡u̯,বেগকিসুই,begokɪʃu͡ɪ̯,বেগগিনই,begogɪnɪ,কিছুই,kɪcʰu͡ɪ̯,Everything,,
সবকিছুতে,s̪ɔbɔkit͡ɕʰut̪e,হগলকিছুতে,hɔgolkɪcʰut̪e,হখলতাত,hɔkʰlt̪ɐt̪,বেগকিসুতে,begokɪʃut̪e,বেগগিনে,begogɪne,বেয়াাক্কিসুত,beʲɐkkɪʃut̪,In everything,,
সবকিছুতেই,s̪ɔbɔkit͡ɕʰut̪ei,হগলকিছুতেই,hɔgolkɪcʰut̪e͡ɪ̯,হকলতাত,hɔkolt̪ɐt̪,বেগকিসুতেই,begokɪʃut̪e͡ɪ̯,বেগগিনেই,hɪgɐɾ,বেয়াক্কিসুত,beʲɐkkɪʃut̪,In everything,,
সবখান,s̪ɔbɔkʰan̪ɔ,হগলখানে,hɔgolkʰɐne,খরি,xoɾɪ,সবখান,ʃɔbkʰɐn,বেক,bek,বেগ,beg,Everywhere,,
সবটা,s̪ɔbɔta,পুরাডা,puɾɐdɐ,হখলতা,hɔkʰlɔt̪ɐ,বেগটা,begtɐ,বেগগিন,begogɪn,বেয়াক্কুন,beʲɐkkun,Everywhere,,
সবাই,s̪ɔbai,হগলডি,hɔgoldɪ,হকল,hokol,বেজ্ঞে,begge,বেঁকে,bẽke,বেয়াক্কুন,beʲɐkkun,Everyone,,
সবার,s̪ɔbar,বেবাকের,bebɐkeɾ,হখলর,hɔkʰloɾ,বেহের,beheɾ,বেকের,bekeɾ,বেজ্ঞুনর,beggunɔɾ,Everyone,,
সবার,s̪ɔbarɔ,বেবাকটির,bebɐktɪɾ,হকলের,hɔkoleɾ,বেকগের,bekgeɾ,বেকের,bekeɾ,বেয়াক্কুনর,beʲɐkkunɔɾ,Everyone,,
সভা,s̪ɔb̤a,সভা,ʃɔbʱɐ,সভা,ʃɔbʱɐ,সভা,ʃɔbʱɐ,সভা,ʃɔbʱɐ,সভা,ʃɔbʱɐ,Meeting,,
সভ্যতাকে,s̪ɔb̤d͡zɔt̪ake,সইভ্যতারে,ʃo͡ɪ̯bbʱot̪ɐɾe,সভ্যতারে,ʃɔbbʱot̪ɐɾe,সভ্যতাকে,ʃɔbbʱot̪ɐke,সভ্যতারে,ʃɔbbʱot̪ɐɾe,সব্যতারে,ʃobbot̪ɐɾe,Civilization,,
সমস্যাটি,s̪ɔmɔs̪d͡zati,মতো,mɔt̪o,খরি,xoɾɪ,সমস্যাডা,ʃɔmoʃʃɐdɐ,করি,koɾɪ,গরি,goɾɪ,The problem,,
সম্পর্ক,s̪ɔmpɔrkɔ,লগে,lɔge,খাতির,kʰɐt̪ɪɾ,পানি,pɐnɪ,সম্পর্ক,ʃɔmpoɾko,অর,ɔɾ,Relationship,,
সম্পর্কও,s̪ɔmpɔrko,ছাড়া,ʃɔmpoɾko͡o̯,সম্পর্কও,ʃɔmpoɾko͡o̯,সম্পর্কও,ʃɔmpoɾko͡o̯,সম্পর্ক,ʃɔmpoɾko,সম্পর্কও,ʃɔmpoɾko͡o̯,Relationship,,
সম্পর্কটা,s̪ɔmpɔrkɔta,সম্পর্কডা,ʃɔmpoɾkodɐ,লাগি,lɐgɪ,সম্পর্কটা,ʃɔmpoɾkotɐ,সম্পর্কটা,ʃɔmpoɾkotɐ,সম্পর্কগান,ʃɔmpoɾkogɐn,Relationship,,
সম্পর্কের,s̪ɔmpɔrkerɔ,সম্পর্কের,ʃɔmpoɾkeɾ,সম্পর্কের,ʃɔmpoɾkeɾ,সম্পর্কের,ʃɔmpoɾkeɾ,সম্পর্কের,ʃɔmpoɾkeɾ,সম্পর্কর,ʃɔmpoɾkoɾ,Relationship,,
সময়ে,s̪ɔme̯e,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,গানওন,gɐnon,At the time,,
সর্দি-কাশি,s̪ɔrd̪i-kaɕi,কাশি,kɐʃɪ,ভালা,bʱɐlɐ,সর্দি-কাশি,ʃɔɾd̪ɪ-kɐʃɪ,হঢ়,hɔe̯,বালা,bɐlɐ,Cold-cough,,
সর্দি-জ্বর,s̪ɔrd̪i-d͡ʑbɔrɔ,ঠান্ডা-জ্বর,-ɟɔɾ,সর্দি-,ʃɔɾd̪ɪ-,সর্দি-জ্বর,ʃɔɾd̪ɪ-ɟɔɾ,সর্দি-জ্বর,ʃɔɾd̪ɪ-ɟɔɾ,সরদি,ʃɔɾd̪ɪ,Cold-fever,,
সহজে,s̪ɔhɔd͡ʑe,সহজে,ʃɔhoɟe,হারাই,hɐɾɐ͡ɪ̯,সহজে,ʃɔhoɟe,সহজে,ʃɔhoɟe,ন,nɔ,Easily,,
সহজেই,s̪ɔhɔd͡ʑei,সহজেই,ʃɔhoɟe͡ɪ̯,সহজেউ,ʃɔhoɟe͡u̯,সহজেই,ʃɔhoɟe͡ɪ̯,সহজেই,ʃɔhoɟe͡ɪ̯,সহজত,ʃɔhozɔt̪,Easily,,
আলহামদুলিল্লাহ,al̪ɔhamd̪ul̪il̪l̪ahɔ,আলহামদুলিল্লাহ,ɐlhɐmd̪ulɪllɐh,আলহামদুলিল্লাহ,ɐlhɐmd̪ulɪllɐh,আলহামদুলিল্লাহ,ɐlhɐmd̪ulɪllɐh,আলহামদুলিল্লাহ,ɐlhɐmd̪ulɪllɐh,আলহামদুলিল্লাহ,ɐlhɐmd̪ulɪllɐh,Alhamdulillah,,
আসছে,as̪t͡ɕʰe,আইছে,ɐ͡ɪ̯cʰe,চলে,cɔle,আইসে,ɐ͡ɪ̯ʃe,চলি,colɪ,আ,ɐ,Coming,,
আসিনি,as̪in̪i,আইনাই,ɐ͡ɪ̯nɐ͡ɪ̯,আইছি,ɐ͡ɪ̯cʰɪ,আইনাই,ɐ͡ɪ̯nɐ͡ɪ̯,আইনো,ɐ͡ɪ̯no,নো,no,Did not come,,
আসেনা,as̪en̪a,আহেনা,ɐhenɐ,আয়,ɐe̯,আয়ানা,ɐʲɐnɐ,আইয়ে,ɐ͡ɪ̯ʲe,আয়ে,ɐʲe,Do not come,,
আসেনি,as̪en̪i,আয়নাই,ɐʲnɐ͡ɪ̯,আইছে,ɐ͡ɪ̯cʰe,আয়নাই,ɐʲnɐ͡ɪ̯,আইয়ে,ɐ͡ɪ̯ʲe,আইন্নফারের,ɐ͡ɪ̯nnofɐɾeɾ,Not arrive,,
আহ্!,ah!,আহা,ɐhɐ,এরেহ!,eɾeho!,আহ্!,ɐh!,আহ্!,ɐh!,আহা!,ɐhɐ!,Ah!,,
আয়োজন,ae̯od͡ʑɔn̪ɔ,আয়োজন,ɐʲozon,আয়োজন,ɐʲoɟon,আয়োজন,ɐʲoɟon,জোগাড়,ɟogɐɽ,আয়োজন,ɐʲozon,Arrangement,,
ই,i,ই,ɪ,মায়,mɐe̯,ই,ɪ,ই,ɪ,বাবা,bɐbɐ,E,,
ইংরেজিতে?,iŋred͡ʑit̪e?,ইংলিশে?,ɪŋlɪʃe?,নি?,nɪ?,ইংরেজিতে?,ɪŋɾeɟɪt̪e?,ইংলিশে?,ɪŋlɪʃe?,ফারোন,pʰɐɾon,In English?,,
ইসলামিক,is̪l̪amikɔ,ইসলাম,ɪslɐm,ইসলামিক,ɪslɐmɪk,ইসলামিক,ɪslɐmɪk,ইসলামিক,ɪslɐmɪk,ইস্লামিক,ɪslɐmɪk,Islamic,,
ইয়ারে,ie̯are,ইয়ারে,ɪʲɐɾe,ফাইনেল,pʰɐ͡ɪ̯nel,ইয়ারে,ɪʲɐɾe,ইয়ারে,ɪʲɐɾe,ফাইনালত,fɐ͡ɪ̯nɐlɔt̪o,In the year,,
উচ্চারণ,ut͡ɕt͡ɕarɔnɔ,উচ্চারন,uccɐɾon,উচ্চারণ,uccɐɾon,উচ্চারণ,uccɐɾon,উচ্চারণ,uccɐɾon,উচ্চারণ,uccɐɾon,Pronunciation,,
উঠতে,utʰt̪e,ওঠতে,otʰt̪e,উত্তে,ut̪t̪e,উঠতাম,utʰt̪ɐm,হাইত্ত,hɐ͡ɪ̯t̪t̪o,উঠিন্ন,utʰɪnno,Get up,,
উঠতো,utʰt̪o,ওঠতে,otʰt̪e,ঘুম,gʱum,উঠতো,utʰt̪o,উঠতো,utʰt̪o,নো,no,Get up,,
উঠান,utʰan̪,উডান,udɐn,উটান,utɐn,উঠান,utʰɐn,উডান,udɐn,উডান,udɐn,,,
উঠানে,utʰan̪e,উডানে,udɐne,উঠানো,utʰɐno,উঠানে,utʰɐne,ঊঠানে,utʰɐne,বাড়ীর,bɐɽɪɾ,In the courtyard,,
উঠার,utʰarɔ,গোনে,gone,উটিয়া,mu͡ɪ̯,উঠনের,utʰoneɾ,উঠার,utʰɐɾ,উডার,udɐɾ,Uplifting,,
উঠেই,utʰei,উইঠ্যাই,u͡ɪ̯tʰɐ͡ɪ̯,উঠেই,utʰe͡ɪ̯,উইঠঠাই,u͡ɪ̯tʰtʰɐ͡ɪ̯,হইরতো,hɪɾot̪o,ঘুমত্তুন,gʱumɔt̪t̪un,Out of the way,,
উপমহাদেশেই,upɔmɔhad̪eɕei,উপমহাদেশেই,upomɔhɐd̪eʃe͡ɪ̯,সাড়া,ʃɐɽɐ,উপমহাদেশেই,upomɔhɐd̪eʃe͡ɪ̯,উফমহাদেশেই,ufɔmɔhɐd̪eʃe͡ɪ̯,ফ্রচুর,fɾocuɾ,In the subcontinent,,
উপস্থাপন,upɔs̪t̪ʰapɔn̪ɔ,সামনে,ʃɐmne,করছি,koɾcʰɪ,উপস্থাপন,upost̪ʰɐpon,উপস্থাপন,upost̪ʰɐpon,রাহি,ɾɐhɪ,Presentation,,
সাড়ে,s̪aɽe,সাড়ে,ʃɐɽe,সাড়ে,ʃɐɽe,সাড়ে,ʃɐɽe,সাড়ে,ʃɐɽe,সাড়ে,ʃɐɽe,And a half,,
সাথেই,s̪at̪ʰei,লগেই,lɔge͡ɪ̯,সাথেই,ʃɐt̪ʰe͡ɪ̯,লগেই,lɔge͡ɪ̯,লগেই,lɔge͡ɪ̯,মিশ্তাম,mɪst̪ɐm,Immediately,,
সামনে,s̪amn̪e,সামনে,ʃɐmne,সামনে,ʃɐmne,সামনে,ʃɐmne,সামনে,ʃɐmne,সাম্নদ্দি,ʃɐmnod̪d̪ɪ,In front,,
সারাক্ষণ,s̪arakʂɔnɔ,বেবাক,bebɐk,হারা,hɐɾɐ,সারাক্ষণ,ʃɐɾɐkkʰon,সারাজীবন,ʃɐɾɐɟɪbɔn,রাইক্কম,ɾɐ͡ɪ̯kkom,All -time,,
সারাক্ষন,s̪arakʂɔn̪ɔ,হারাদিন,hɐɾɐd̪ɪn,হক্কলতাত,hokkolt̪ɐt̪,সারাক্ষন,ʃɐɾɐkkʰɔn,হারাক্ষন,hɐɾɐkkʰɔn,ইবা,ɪbɐ,All -time,,
সারাজীবন,s̪arad͡ʑibɔn̪ɔ,আজীবন,ɐɟɪbɔn,হারাজীবন,hɐɾɐɟɪbɔn,সারাজীবন,ʃɐɾɐɟɪbɔn,আই,ɐ͡ɪ̯,সারাজীবন,ʃɐɾɐzɪbɔn,Lifetime,,
সারাদিন,s̪arad̪in̪ɔ,হারাদিন,hɐɾɐd̪ɪn,ইগু,ɪgu,সারাদিন,ʃɐɾɐd̪ɪn,ইয়া,ɪʲɐ,ইবা,ɪbɐ,All day,,
সারারাত,s̪ararat̪ɔ,হারারাইত,hɐɾɐɾɐ͡ɪ̯t̪o,আস্তা,ɐst̪ɐ,সারারাইত,ʃɐɾɐɾɐ͡ɪ̯t̪o,সারারাত,ʃɐɾɐɾɐt̪,গোডা,godɐ,Overnight,,
সাহস,s̪ahɔs̪ɔ,বল,bɔl,সাহস,ʃɐhoʃ,সাহস,ʃɐhoʃ,সাহস,ʃɐhoʃ,সাহস,ʃɐhoʃ,Braveness,,
সিগারেট,s̪iɡaretɔ,বিরি,bɪɾɪ,সিগারেট,ʃɪgɐɾet,সিগারেট,ʃɪgɐɾet,সিগারেট,ʃɪgɐɾet,এহন,ehon,Cigarette,,
সিনেমায়,s̪in̪emae̯ɔ,সিনেমায়,sɪnemɐe̯,সিনেমাত,bɪʲɐɾ,সিনেমায়,bɪʲeɾ,ছবির,cʰobɪɾ,চিনেমাত,bɪʲɐɾ,In the movie,,
সিলেট,s̪il̪etɔ,সিলেট,sɪlet,সিলট,sɪlɔt,সিলেটতন,sɪletɔt̪ɔn,সিলেট,sɪlet,সিলেট,sɪlet,Sylhet,,
সিলেটে,s̪il̪ete,সিলেটে,sɪlete,সিলেট,sɪlet,সিলেটে,sɪlete,সিলেটে,sɪlete,সিলেটত,sɪletɔt̪o,Sylhet,,
সুখ,s̪ukʰɔ,সুখ,ʃukʰ,সুখ,ʃukʰ,সুখ,ʃukʰ,সুখ,ʃukʰ,সুখ,ʃux,Happiness,,
সুখবর,s̪ukʰɔbɔrɔ,সুখবর,ʃukʰbɔɾ,সুখবর,ʃukʰbɔɾ,সুখবর,ʃukʰbɔɾ,সুখবর,ʃukʰbɔɾ,সুখবর,ʃukʰbɔɾ,Good news,,
সুদান,s̪ud̪an̪ɔ,ভাই,bʱɐ͡ɪ̯,সুদান,ʃud̪ɐn,যায়গা,ɟɐʲgɐ,সুদান,ʃud̪ɐn,গেইয়্যুই,ge͡ɪ̯ʲu͡ɪ̯,Sudan,,
সুন্দর,s̪un̪d̪ɔrɔ,সুন্দর,ʃund̪ɔɾ,সুন্দর,ʃund̪ɔɾ,সুন্দর,ʃund̪ɔɾ,সুন্দর,ʃund̪ɔɾ,সুন্দর,ʃund̪ɔɾ,Beautiful,,
সুন্দর?,s̪un̪d̪ɔrɔ?,সুন্দর?,ʃund̪ɔɾ?,সুন্দর?,ʃund̪ɔɾ?,সুন্দর?,ʃund̪ɔɾ?,সুন্দর?,ʃund̪ɔɾ?,সুন্দর,ʃund̪ɔɾ,Beautiful?,,
সুন্দরভাবে,s̪un̪d̪ɔrɔb̤abe,সুন্দর,ʃund̪ɔɾ,সুন্দর,ʃund̪ɔɾ,সুন্দরমতন,ʃund̪ɔɾmɔt̪ɔn,সুন্দর,ʃund̪ɔɾ,সুন্দর,ʃund̪ɔɾ,Beautifully,,
সুন্দরি,s̪un̪d̪ɔri,সুন্দুরি,ʃund̪uɾɪ,ওকলতোর,oklot̪oɾ,সুন্দরি,ʃund̪oɾɪ,সুন্দরী,ʃund̪oɾɪ,লাই,lɐ͡ɪ̯,Beautiful,,
সুন্দরী,s̪un̪d̪ɔri,সুন্দর,ʃund̪ɔɾ,সুন্দরী,ʃund̪oɾɪ,সুন্দরী,ʃund̪oɾɪ,সুন্দর,ʃund̪ɔɾ,সুন্দর,ʃund̪ɔɾ,Beautiful,,
সুস্বাদু,s̪us̪bad̪u,সুস্বাদু,ʃuʃʃɐd̪u,সুস্বাদু,ʃuʃʃɐd̪u,সুস্বাদু,ʃuʃʃɐd̪u,ভালা,bʱɐlɐ,গম,gɔm,Delicious,,
সেইদিনই,s̪eid̪in̪i,হেইদিনই,he͡ɪ̯d̪ɪnɪ,হউ,hɔ͡u̯,হেইদিনই,he͡ɪ̯d̪ɪnɪ,হেইদিনই,he͡ɪ̯d̪ɪnɪ,দিনত,d̪ɪnt̪o,That day,,
সেইবার,s̪eibarɔ,হেইবার,peɾɐe̯,হবার,hɔbɐɾ,হেইবার,he͡ɪ̯bɐɾ,হেইবার,he͡ɪ̯bɐɾ,অইমত্তন,ɔ͡ɪ̯mot̪t̪on,That time,,
সেখানেও,s̪ekʰan̪eo,হেইহানেও,he͡ɪ̯hɐne͡o̯,বাধা,bɐd̪ʱɐ,ওইহানেও,o͡ɪ̯hɐne͡o̯,হিয়ানেও,hɪʲɐne͡o̯,বাধা,bɐd̪ʱɐ,There too,,
সেদিন,s̪ed̪in̪ɔ,হেদিন,hed̪ɪn,হেদিন,hed̪ɪn,সেদিন,ʃed̪ɪn,সেইদিন,ʃe͡ɪ̯d̪ɪn,এদিন,ed̪ɪn,That day,,
সেদিনও,s̪ed̪in̪o,অরা,ɔɾɐ,লাকান,lɐkɐn,হেইদিনও,he͡ɪ̯d̪ɪno,হেইদিনও,he͡ɪ̯d̪ɪno,সেইদিনত,ʃe͡ɪ̯d̪ɪnt̪o,That day too,,
সেবন,s̪ebɔn̪ɔ,খাইলে,kʰɐ͡ɪ̯le,সর্দি,ʃɔɾd̪ɪ,সেবন,ʃebon,সর্দি,ʃɔɾd̪ɪ,হাইলে,hɐ͡ɪ̯le,Consumption,,
সেভাবেই,s̪eb̤abei,হেমনেই,hemone͡ɪ̯,হলাউ,holɐ͡u̯,অম্নেই,ɔmne͡ɪ̯,হেন্নেই,henne͡ɪ̯,তাকিবো,t̪ɐkɪbo,That way,,
সেরেই,s̪erei,সাইররাই,sɐ͡ɪ̯ɾɾɐ͡ɪ̯,খানিটা,kʰɐnɪtɐ,সাইরাই,sɐ͡ɪ̯ɾɐ͡ɪ̯,খাই,kʰɐ͡ɪ̯,হাইয়্যেরেই,hɐ͡ɪ̯ʲd̪eɾe͡ɪ̯,Seamlessly,,
