bangla_speech,combined,ipa_output
তোমাকে দেখে থমকে দারিয়ে ছিলাম,Mymensingh তোমারে দেইখখা তাক লাইজ্ঞা খারায়া আসিলাম,mɔʲenʃɔn t̪omɐɾe d̪e͡ɪ̯kʰkʰɐ t̪ɐk lɐ͡ɪ̯ggɐ kʰɐɾɐʲɐ ɐʃɪlɐm
আমি খুব কষ্টে নিজেকে সামলে নিলাম,Mymensingh আমি মেলা কষ্টে নিজেরে সামলায়া নিলাম,mɔʲensɪg ɐmɪ mɛlɐ koʃte nɪɟeɾe ʃɐmlɐʲɐ nɪlɐm
যখন তুমি আমাকে দেখে না দেখার ভান করলে তখন আমার দারুন লেগেছে,Mymensingh যখন তুমি আমারে দেইখখা না দেহার ভান করসো তহন আমার দারুন লাগসে,mɔʲensɪn ɟɔkʰon t̪umɪ ɐmɐɾe d̪e͡ɪ̯kʰkʰɐ nɐ d̪ehɐɾ bʱɐn kɔɾʃo t̪ɔhon ɐmɐɾ d̪ɐɾun lɐgʃe
তোমাকে সেই অনুভুতির কথা বলে বুঝাতে পারবো না,Mymensingh তোমারে আমি সেই অনুভুতির কথা কিয়া বুঝাইতে পারতাম না,menʃɪn t̪omɐɾe ɐmɪ ʃe͡ɪ̯ onubʱut̪ɪɾ kɔt̪ʰɐ kɪʲɐ buɟʱɐ͡ɪ̯t̪e pɐɾt̪ɐm nɐ
তোমাকে খুব মনে পড়ছে দিব তোমায় লাল গোলাপ,Mymensingh তোমাকে মেলা মনে পরতাসে দিমু তোমারে লাল গোলাপ,mɔʲensɪn t̪omɐke mɛlɐ mone pɔɾt̪ɐʃe d̪ɪmu t̪omɐɾe lɐl golɐp
আমার জীবনে কেউ নেই তুমি ছাড়া,Mymensingh আমার জীবনে কেউ নাই তুমি ছাড়া,mɔʲensɪn ɐmɐɾ ɟɪbone ke͡u̯ nɐ͡ɪ̯ t̪umɪ cʰɐɽɐ
আমার জীবনে কোন স্বপ্ন নেই তুমি ছাড়া,Mymensingh আমার জীবনে কোন স্বপ্ন নাই তুমি ছাড়া,mɔnoʃɪnho ɐmɐɾ ɟɪbone kon ʃɔpno nɐ͡ɪ̯ t̪umɪ cʰɐɽɐ
আমার দুচোখ কিছু খোজেনা তোমায় ছাড়া,Mymensingh আমার দুই চোখ কিসু খুজেনা তোমারে ছাড়া,mɪnʃɔn ɐmɐɾ d̪u͡ɪ̯ cokʰ kɪʃu kʰuɟenɐ t̪omɐɾe cʰɐɽɐ
যখন মেয়ে বুঝে তখন ছেলে বুঝেনা ,Mymensingh যখন ছেড়ি বুঝে তখন ছেড়াবুঝেনা !,mɔnoʃɪn ɟɔkʰon cʰeɽɪ buɟʱe t̪ɔkʰon cʰeɽɐbuɟʱenɐ!
তুমি শুধু মনে রেখো আমায় সারা বেলা,Mymensingh তুমি খালি মনে রাইখখো আমারে সারাবেলা,mɔʲensɪng t̪umɪ kʰɐlɪ mone ɾɐ͡ɪ̯kʰkʰo ɐmɐɾe ʃɐɾɐbelɐ
চোখের কান্না মুছে  দেব তোমায় হাসি,Mymensingh চোক্ষের কান্দনে মুইচ্ছা দিমু তোমার হাসি, mɔʲenos cokkʰeɾ kɐnd̪one mu͡ɪ̯ccʰɐ d̪ɪmu t̪omɐɾ hɐʃɪ
তাইতো আমি বন্ধু তোমায় এতো ভালবাসি,Mymensingh তাইতো আমি বন্ধু তোমারে এত ভালবাসি,mɔnoʃɪn t̪ɐ͡ɪ̯t̪o ɐmɪ bond̪ʱu t̪omɐɾe ɛt̪o bʱɐlbɐʃɪ
"কত সুন্দর তুমি,প্রেমে পড়েছি আমি","Mymensingh কত্ত সুন্দর তুমি, প্রেমে পড়সি আমি","mɔʲenosho kɔt̪t̪o ʃund̪ɔɾ t̪umɪ, pɾeme pɔɽʃɪ ɐmɪ"
ছেলেরা ভালোবাসার অভিনয় করতে করতে যে কখন সত্যি সত্যি ভালোবেসে ফেলে তারা তা নিজেও জানেনা,Mymensingh ছেড়ারা ভালোবাসার অভিনয় করতে করতে যে কহন সত্যি সত্যি ভালোবাইসা ফালায় তারা তা নিজেও কইতে ফারেনা,menʃɪnɐ cʰeɽɐɾɐ bʱɐlobɐʃɐɾ obʱɪnɔe̯ koɾt̪e koɾt̪e ɟe kɔhon ʃot̪t̪ɪ ʃot̪t̪ɪ bʱɐlobɐ͡ɪ̯ʃɐ
মেয়েরা সত্যিকার ভালোবাসতে বাসতে যে কখন অভিনয় শুরু করে তারা তা নিজেও জানেনা,Mymensingh ছেড়িরা সত্যিকার ভালোবাসতে বাসতে যে কহন অভিনয় শুরু কইরা দেয় হেরা তা নিজেরাও কইতে ফারেনা,mɔʲensɪnɐ cʰeɽɪɾɐ ʃot̪t̪ɪkɐɾ bʱɐlobɐʃt̪e bɐʃt̪e ɟe kɔhon obʱɪnɔe̯ ʃuɾu ko͡ɪ̯ɾɐ d̪ee̯ heɾ
এই পৃথিবীতে প্রিয় মানুষগুলোকে ছাড়া বেঁচে থাকাটা কষ্টকর কিন্তু অসম্ভব কিছু নয়,Mymensingh এই দুনিয়াতে প্রিয় মানুষগুলোরে ছাড়া বাইচ্চা থাকাটা কষ্টকর কিন্তু অসম্ভব কিসু না,mɪmɪnʃ e͡ɪ̯ d̪unɪʲɐt̪e pɾɪʲo mɐnuʃguloɾe cʰɐɽɐ bɐ͡ɪ̯ccɐ t̪ʰɐkɐtɐ koʃtokɔɾ kɪnt̪u ɔʃɔmbʱ
কারো জন্য কারো জীবন থেমে থাকে না,Mymensingh কারো লাইজ্ঞা কারো জীবন থাইম্মা থাকে না,menʃɪn kɐɾo lɐ͡ɪ̯ggɐ kɐɾo ɟɪbɔn t̪ʰɐ͡ɪ̯mmɐ t̪ʰɐke nɐ
কাউকে প্রচন্ডভাবে ভালবাসার মধ্যে এক ধরনের দুর্বলতা আছে,Mymensingh কাউরে প্রচন্ডভাবে ভালবাসার মধ্যে এক জাতের দুর্বলতা আছে,menʃɪn kɐ͡u̯ɾe pɾocɔndbʱɐbe bʱɐlbɐʃɐɾ mod̪d̪ʱe ɛk ɟɐt̪eɾ d̪uɾbolɔt̪ɐ ɐcʰe
"ছেলে এবং মেয়ে বন্ধু হতে পারে, কিন্তু তারা অবশ্যই একে অপরের প্রেমে পড়বে","Mymensingh ছেড়া আর ছেড়ি বন্ধু হইতে ফারে, কিন্তু তারা অবশ্যই একে অপরের প্রেমে পড়বে","mɔʃɪng cʰeɽɐ ɐɾ cʰeɽɪ bond̪ʱu ho͡ɪ̯t̪e pʰɐɾe, kɪnt̪u t̪ɐɾɐ ɔboʃʃo͡ɪ̯ eke ɔpoɾeɾ pɾeme poɽb"
ছেলেদের জন্য পৃথিবীতে সব চাইতে মূল্যবান হল মেয়েদের হাসি,Mymensingh ছেড়ারার লাইজ্ঞা দুনিয়াতে সবচে দামি হইল ছেড়িরার হাসি,menʃɪng cʰeɽɐɾɐɾ lɐ͡ɪ̯ggɐ d̪unɪʲɐt̪e ʃɔbce d̪ɐmɪ ho͡ɪ̯l cʰeɽɪɾɐɾ hɐʃɪ
তোমাকে দুচোখ ভরে দেখা এখনও বাকি,Mymensingh তোমারে দুইচোখ ভইর দেহা এখহনো বাকি,mɔʲenʃɔn t̪omɐɾe d̪u͡ɪ̯cokʰ bʱo͡ɪ̯ɾ d̪ehɐ ekʰɔhono bɐkɪ
তোমাকে  কাছে এসে জড়িয়ে ধরা বাকি,Mymensingh তোমারে কাসে আইসা জড়ায়া ধরা বাকি,mɔnoʃɪn t̪omɐɾe kɐʃe ɐ͡ɪ̯ʃɐ ɟɔɽɐʲɐ d̪ʱɔɾɐ bɐkɪ
আমার অনেক ঠাণ্ডা লাগছে,Mymensingh আমার মেলা ঠাণ্ডা লাগতাসে,mɔnoʃɪng ɐmɐɾ mɛlɐ tʰɐndɐ lɐgt̪ɐʃe
আমার মন খারাপ,Mymensingh আমার মন খারাপ,mɔnoʃɪn ɐmɐɾ mon kʰɐɾɐp
আপনার কি মন খারাপ ?,Mymensingh আফনের কিতা মন খারাপ?,menʃɪn ɐpʰoneɾ kɪt̪ɐ mon kʰɐɾɐp?
তোমার  কি মন খারাপ ?,Mymensingh তোমার কিতা মন খারাপ?,mɔnoʃɪn t̪omɐɾ kɪt̪ɐ mon kʰɐɾɐp?
আব্বু আমার জন্য লাল জামা কিনে এনেছে,Mymensingh আব্বা আমার লাইজ্ঞা লাল জামা কিন্না আনসে,menʃɪn ɐbbɐ ɐmɐɾ lɐ͡ɪ̯ggɐ lɐl ɟɐmɐ kɪnnɐ ɐnoʃe
আমার বন্ধু আমাকে লাল শাড়ি কিনে দিয়েছে,Mymensingh আমার বন্ধু আমারে লাল শাড়ি কিন্না দিসে,mɪnʃɪn ɐmɐɾ bond̪ʱu ɐmɐɾe lɐl ʃɐɽɪ kɪnnɐ d̪ɪʃe
আমার বন্ধু আমাকে একটি লাল গোলাপ কিনে দিয়েছে,Mymensingh আমার বন্ধু আমারে একটা লাল গোলাপ কিন্না দিসে,menʃɔn ɐmɐɾ bond̪ʱu ɐmɐɾe ɛktɐ lɐl golɐp kɪnnɐ d̪ɪʃe
আমার আম্মু আমাকে নিয়ে পার্কে ঘুরতে যাবে,Mymensingh আমার আম্মা আমারে নিয়া পার্কে ঘুরতে যাইব,mɪmɪng ɐmɐɾ ɐmmɐ ɐmɐɾe nɪʲɐ pɐɾke gʱuɾt̪e ɟɐ͡ɪ̯bo
"যে ভালবাসা যত গোপন, সেই ভালবাসা তত গভীর","Mymensingh যে ভালবাসা যত গোপন, হেই ভালবাসা তত গভীর","mɔnoʃɪnho ɟe bʱɐlbɐʃɐ ɟɔt̪o gopon, he͡ɪ̯ bʱɐlbɐʃɐ t̪ɔt̪o gobʱɪɾ"
ভালোবাসা পাওয়ার চাইতে ভালোবাসা দেওয়াতেই বেশি আনন্দ,Mymensingh ভালোবাসা পাওনের চাইতে ভালোবাসা দেওয়াতেই বেশি আনন্দ,menʃɪnho bʱɐlobɐʃɐ pɐ͡o̯neɾ cɐ͡ɪ̯t̪e bʱɐlobɐʃɐ d̪e͡o̯ʷɐt̪e͡ɪ̯ beʃɪ ɐnond̪o
"তুমি যদি কাউকে ভালোবাসো,তবে তাকে ছেড়ে দাও","Mymensingh তুমি যদি কাউরে ভালোবাসো,তবে তাকে ছাইড়া দেও","menʃɪn t̪umɪ ɟod̪ɪ kɐ͡u̯ɾe bʱɐlobɐʃo,t̪ɔbe t̪ɐke cʰɐ͡ɪ̯ɽɐ d̪e͡o̯"
"যদি সে তোমার কাছে ফিরে আসে,তবে সে তোমারই ছিল","Mymensingh যদি হেয় তোমার কাছে ফিরা আসে,তবে হেয় তোমারই আসিল","mɔʲensɪng ɟod̪ɪ hee̯ t̪omɐɾ kɐcʰe pʰɪɾɐ ɐʃe,t̪ɔbe hee̯ t̪omɐɾɪ ɐʃɪl"
"আর যদি ফিরে না আসে,তবে সে কখনই তোমার ছিল না","Mymensingh আর যদি ফিরা না আসে,তবে সে কখনই তোমার ছিল না","mɔʲensɪn ɐɾ ɟod̪ɪ pʰɪɾɐ nɐ ɐʃe,t̪ɔbe ʃe kɔkʰonɪ t̪omɐɾ cʰɪlo nɐ"
"যখন কোন পুরুষ কোন নারীকে ভালবাসে,তখন সে তার জন্য সব কিছু করতে পারে","Mymensingh যখন কোন বেডা কোন বেডিরে ভালবাসে,তহন হেয় তার জন্য সব কিসুই করতে পারে","menʃɪnh ɟɔkʰon kon bedɐ kon bedɪɾe bʱɐlbɐʃe,t̪ɔhon hee̯ t̪ɐɾ ɟonno ʃɔb kɪʃu͡ɪ̯ koɾt̪e pɐɾe"
মুখে মুখে সবসময় ভালোবাসি ভালোবাসি বলার চেয়ে আমার মনে হয় ভালোবাসার মানুষটাকে বুঝতে পারা অনেক বড় ব্যাপার,Mymensingh মুহে মুহে বেগসময় ভালোবাসি ভালোবাসি কওয়ার চেয়ে আমার মনে হয় ভালোবাসার মানুষটারে বুঝতে পারা অনেক বড় ব্যাপার,mɪmɪng muhe muhe begʃɔmɔe̯ bʱɐle͡ɐ̯bɐʃɪ bʱɐle͡ɐ̯bɐʃɪ koʲɐɾ ceʲe ɐmɐɾ mone hɔe̯ bʱɐle͡ɐ̯bɐ
ভালোবাসা মানে পরস্পরকে বুঝতে পারা,Mymensingh ভালোবাসা মানে একজন আরেকজনরে বুঝতে পারা,menʃɪn bʱɐlobɐʃɐ mɐne ɛkɟon ɐɾekɟɔnɾe buɟʱt̪e pɐɾɐ
আমি যে মানুষটিকে ভালোবাসব তাকে যদি না বুঝতে পারি তাহলে এই প্রেমের কোনো অর্থ আছে বলে মনে হয় না,Mymensingh আমি যেই মানুষটারে ভালোবাসমু তারে যদি না বুঝতে পারি তাইলে এই প্রেমের কোনো অর্থ আছে বইলা মনে হয় না,mɔʲensɪnho ɐmɪ ɟe͡ɪ̯ mɐnuʃtɐɾe bʱɐle͡ɐ̯bɐʃmu t̪ɐɾe ɟod̪ɪ nɐ buɟʱt̪e pɐɾɪ t̪ɐ͡ɪ̯le e͡ɪ̯
নিজে অসুখী হয়ে অন্যকে ভালোবেসে সুখী করা যায়না,Mymensingh নিজে অসুখী হইয়া অন্যরে ভালোবাইসা সুখী করান যায়না,menʃɪnho nɪɟe ɔʃukʰɪ ho͡ɪ̯ʲɐ ɔnnoɾe bʱɐlobɐ͡ɪ̯ʃɐ ʃukʰɪ kɔɾɐn ɟɐʲnɐ
কেউ আপনার জীবনে সুখ এনে দেবে ভেবে কারো সাথে প্রেমে জড়াবেন না,Mymensingh কেউ আফনের জীবনে সুখ আইন্না দিব ভাইব্বা কারো সাথে প্রেমে জড়াইয়েন না,mɪmɪng ke͡u̯ ɐpʰoneɾ ɟɪbone ʃukʰ ɐ͡ɪ̯nnɐ d̪ɪbo bʱɐ͡ɪ̯bbɐ kɐɾo ʃɐt̪ʰe pɾeme ɟɔɽɐ͡ɪ̯ʲen n
আপনি কারো জীবনে সুখ এনে দেবেন ভেবে প্রেম করুন,Mymensingh আফনে কারো জীবনে সুখ আইন্না দিবেন ভাইব্বা প্রেম করেন,menoʃɪn ɐcʰone kɐɾo ɟɪbone ʃukʰ ɐ͡ɪ̯nnɐ d̪ɪben bʱɐ͡ɪ̯bbɐ pɾem kɔɾen
"সত্যিকারের ভালোবাসা শুধু ভালোবাসার মানুষটিকে সুখী করতে চায়, তার থেকে কোনো প্রতিদান আশা করে না","Mymensingh সত্যিকারের ভালোবাসা খালি ভালোবাসার মানুষটারে সুখী করতে চায়, হের থাইক্কা কোনো প্রতিদান আশা করে না","menʃɪn ʃot̪t̪ɪkɐɾeɾ bʱɐlobɐʃɐ kʰɐlɪ bʱɐlobɐʃɐɾ mɐnuʃtɐɾe ʃukʰɪ koɾt̪e cɐe̯, heɾ t̪ʰɐ͡ɪ"
ভালবাসা মানে কাউকে জয় করা নয় বরং নিজেই কারো জন্য হেরে যাওয়া,Mymensingh ভালবাসা মানে কাউরে জয় করা না বরং নিজেই কারো লাইজ্ঞা হাইরা যাওয়া,mɔʲenʃɪnh bʱɐlbɐʃɐ mɐne kɐ͡u̯ɾe ɟɔe̯ kɔɾɐ nɐ bɔɾoŋ nɪɟe͡ɪ̯ kɐɾo lɐ͡ɪ̯ggɐ hɐ͡ɪ̯ɾɐ ɟɐ
আপনি কখনই পারবেন না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে কিংবা জোর করে অন্যের ভালো লাগার মানুষ হতে,Mymensingh আফনে কহনোই ফারবেন না অন্য কারও ভালোবাসারে ছিনায়া নিতে কিংবা জোর কইরা অন্যের ভালো লাগার মানুষ হইতে,menʃɪn ɐcʰone kɔhono͡ɪ̯ pʰɐɾben nɐ ɔnno kɐɾo bʱɐlobɐʃɐɾe cʰɪnɐʲɐ nɪt̪e kɪŋbɐ ɟoɾ ko͡ɪ̯ɾɐ 
চোখের সামনে যাদেরকে দেখছেন তাদেরকে আগামিকাল সকালবেলা আর দেখতে পাবেন কিনা তার কোনও নিশ্চয়তা নেই,Mymensingh চোক্ষের সামনে যারারে দেখছেন তারারে কালকে সকালে আর দেখতে ফাইবেন কিনা তার কোনও নিশ্চয়তা নাই,mɪnʃɪn cokkʰeɾ ʃɐmne ɟɐɾɐɾe d̪ekʰcʰen t̪ɐɾɐɾe kɐloke ʃɔkɐle ɐɾ d̪ekʰt̪e pʰɐ͡ɪ̯ben kɪnɐ t̪
ভালো লাগে তোমার ওই কাজল কালো চোখ,Mymensingh ভালা লাগে তোমার ওই কাজল কালা চোখ,mɔnoʃɪn bʱɐlɐ lɐge t̪omɐɾ o͡ɪ̯ kɐɟol kɐlɐ cokʰ
তোমার মনের কথা আজ আমাকে খুলে বলো,Mymensingh তোমার মনের কথা আইজ আমারে খুইল্লা কও,mɔʲensɪn t̪omɐɾ moneɾ kɔt̪ʰɐ ɐ͡ɪ̯ɟ ɐmɐɾe kʰu͡ɪ̯llɐ kɔ͡o̯
